gene	ultracluster	PV	ResponderMid	NonresponderMid	AD	TResponderMid	TNonresponderMid
ZDHHC14	ILC + NK	1.315	0.027	0.618	1.653	0.207	0.498
GBP4	ILC + NK	1.314	2.391	2.057	0.898	2.253	2.264
BCL2A1	ILC + NK	1.302	-0.061	0.799	0.038	0.139	0.748
PLEKHA5	ILC + NK	1.288	0.691	1.012	0.572	0.703	1.073
STK39	ILC + NK	1.264	1.614	1.848	1.151	1.478	2.101
ACAA2	ILC + NK	1.255	0.88	0.483	0.74	0.863	0.397
TNFSF4	ILC + NK	1.243	-0.327	0.307	1.513	-0.128	0.174
PMEPA1	ILC + NK	1.231	1.313	1.818	0.229	1.428	1.772
CASD1	ILC + NK	1.209	0.697	1.02	1.336	0.775	0.974
CLIC3	ILC + NK	1.207	1.514	1.045	0.148	1.444	1.078
ABCB1	ILC + NK	1.2	1.733	1.564	0.308	1.63	1.724
PTBP2	ILC + NK	1.193	1.189	1.556	0.88	1.245	1.559
WDR11	ILC + NK	1.191	1.331	1.244	1.232	1.302	1.279
TSC22D1	ILC + NK	1.186	0.529	0.874	1.616	0.614	0.825
TCTN3	ILC + NK	1.185	-0.548	-0.44	0.323	-0.448	-0.609
CAPN12	ILC + NK	1.183	0.419	0.199	1.235	0.438	0.084
NOC3L	ILC + NK	1.18	1.264	1.513	1.079	1.227	1.632
TTC7A	ILC + NK	1.175	0.016	1.255	1.223	0.067	1.434
MMP25-AS1	ILC + NK	1.165	0.14	0.276	0.968	0.227	0.147
PPIP5K2	ILC + NK	1.158	1.491	1.487	1.363	1.468	1.53
OTULIN	ILC + NK	1.155	1.155	1.4	0.899	1.116	1.522
FAM200B	ILC + NK	1.146	1.259	1.122	0.91	1.262	1.074
NLRC3	ILC + NK	1.146	0.776	1.054	1.885	0.803	1.081
GALNT2	ILC + NK	1.145	0.338	0.461	1.005	0.313	0.536
TMA16	ILC + NK	1.145	1.211	0.609	0.933	1.211	0.381
FUCA1	ILC + NK	1.13	-0.171	-0.199	0.885	-0.205	-0.142
RPAP2	ILC + NK	1.128	0.769	1.167	0.999	0.744	1.295
UROS	ILC + NK	1.128	0.644	0.894	0.836	0.588	1.042
STK26	ILC + NK	1.125	0.839	1.006	0.992	0.761	1.173
MIR181A1HG	ILC + NK	1.12	0.605	0.34	1.195	0.594	0.282
PRCD	ILC + NK	1.116	-0.813	0.286	0.288	-0.643	0.334
HAPLN3	ILC + NK	1.11	-0.612	-1.003	0.254	-0.559	-1.298
CSNK1G3	ILC + NK	1.109	0.691	1.114	0.839	0.722	1.171
ANKRD13C	ILC + NK	1.098	0.41	1.13	1.258	0.457	1.23
PLA2G6	ILC + NK	1.095	-0.338	0.06	1.349	-0.252	0.025
SLC39A10	ILC + NK	1.095	0.64	1.21	0.924	0.714	1.241
PAWR	ILC + NK	1.089	-0.416	-0.018	1.19	-0.397	0.049
AHI1	ILC + NK	1.078	-0.151	0.208	1.016	-0.029	0.099
CCR7	ILC + NK	1.078	-1.437	-0.579	0.682	-1.199	-0.682
CLCN3	ILC + NK	1.078	0.934	1.311	1.212	1.085	1.155
ZNF280D	ILC + NK	1.078	0.831	1.17	0.9	0.896	1.152
NCBP3	ILC + NK	1.067	1.278	1.387	0.69	1.293	1.39
BEX4	ILC + NK	1.063	0.852	-0.121	0.821	0.802	-0.333
STRBP	ILC + NK	1.061	0.617	1.047	1.288	0.653	1.097
CASP8AP2	ILC + NK	1.06	1.264	1.077	0.942	1.194	1.171
PIGX	ILC + NK	1.059	0.817	0.676	0.968	0.797	0.677
WAC-AS1	ILC + NK	1.059	0.77	0.657	0.805	0.781	0.599
GAB1	ILC + NK	1.057	-0.321	0.329	1.742	-0.128	0.212
PLCG2	ILC + NK	1.051	0.577	-0.15	-0.154	0.498	-0.165
GSPT2	ILC + NK	1.049	0.112	0.27	1.079	0.048	0.415
PYCARD	ILC + NK	1.046	1.302	0.837	0.673	1.209	0.925
SKAP2	ILC + NK	1.046	0.576	0.665	0.91	0.608	0.629
RFLNB	ILC + NK	1.043	0.101	0.597	0.802	0.155	0.637
SLC5A3	ILC + NK	1.042	0.781	1.316	1.91	0.894	1.281
POU2F2	ILC + NK	1.04	0.166	0.903	0.736	0.214	1.004
ITGAL	ILC + NK	1.018	1.603	1.058	0.843	1.529	1.081
ERCC6	ILC + NK	1.017	0.784	0.421	2.397	0.669	0.576
CD81	ILC + NK	1.016	0.58	0.299	1.209	0.57	0.233
CCDC6	ILC + NK	1.012	0.441	1.013	1.11	0.457	1.12
CEP290	ILC + NK	1.011	0.657	1.261	1.057	0.855	1.117
ELK3	ILC + NK	1.007	0.818	1.632	0.793	0.965	1.634
MTRNR2L12	ILC + NK	0.999	0.508	-1.322	-0.823	0.332	-1.201
R3HDM2	ILC + NK	0.992	1.017	1.157	0.79	1.034	1.163
EXOC1	ILC + NK	0.991	0.88	0.871	0.934	0.779	1.051
CTBS	ILC + NK	0.989	0.46	0.662	1.051	0.501	0.643
EBLN3P	ILC + NK	0.988	0.389	0.592	1.041	0.36	0.691
RBM12B	ILC + NK	0.988	1.405	1.235	1.321	1.311	1.377
CEBPD	ILC + NK	0.987	1.219	0.947	0.658	1.175	0.967
TRAF5	ILC + NK	0.984	-0.179	0.412	1.036	-0.019	0.323
DNASE1	ILC + NK	0.983	0.738	0.662	1.729	0.746	0.622
TNFSF12	ILC + NK	0.983	1.166	0.621	1.28	1.125	0.55
CTSA	ILC + NK	0.981	0.664	0.514	0.364	0.692	0.404
ZCRB1	ILC + NK	0.98	0.928	0.643	0.888	0.886	0.655
PAG1	ILC + NK	0.979	0.99	1.388	1.047	0.988	1.486
CPT1A	ILC + NK	0.977	1.428	1.826	0.889	1.446	1.895
GPATCH2	ILC + NK	0.977	0.295	0.693	1.132	0.33	0.737
ICK	ILC + NK	0.974	1.054	0.822	0.946	1.002	0.868
AC245060.5	ILC + NK	0.971	1.142	1.391	1.167	1.074	1.555
ZNF92	ILC + NK	0.97	0.433	0.713	0.862	0.491	0.69
MIS18BP1	ILC + NK	0.969	0.796	0.572	1.142	0.743	0.622
CXXC5	ILC + NK	0.967	0.313	0.503	0.823	0.464	0.258
ZC3H7A	ILC + NK	0.967	0.818	1.29	1.026	0.752	1.482
CWC27	ILC + NK	0.957	0.502	0.662	0.598	0.538	0.64
C11orf54	ILC + NK	0.956	1.662	1.423	1.113	1.602	1.484
ZBED1	ILC + NK	0.956	0.337	-0.369	1.169	0.181	-0.164
C2orf74	ILC + NK	0.955	1.442	1.281	0.344	1.397	1.328
SMAD3	ILC + NK	0.954	0.228	1.129	0.71	0.457	1.054
RUFY2	ILC + NK	0.949	0.973	0.823	1.048	1.127	0.354
BPTF	ILC + NK	0.948	0.782	0.932	1.209	0.674	1.14
MAPK9	ILC + NK	0.945	1.037	0.945	0.723	0.999	0.995
TCF7	ILC + NK	0.945	-0.428	0.177	1	-0.369	0.235
NRIP1	ILC + NK	0.942	0.357	0.755	1.206	0.564	0.499
PRH1	ILC + NK	0.942	0.509	0.322	0.655	0.374	0.537
R3HDM1	ILC + NK	0.942	0.708	1.287	0.94	0.717	1.404
ZKSCAN1	ILC + NK	0.941	0.343	0.443	1.375	0.369	0.423
SQLE	ILC + NK	0.939	-0.233	-0.227	0.759	-0.245	-0.201
DMAC1	ILC + NK	0.938	0.575	0.622	0.541	0.668	0.443
MAP7D3	ILC + NK	0.938	0.679	1.207	0.599	0.773	1.198
ZMYM4	ILC + NK	0.938	0.521	1.348	1.276	0.53	1.507
RUNX2	ILC + NK	0.926	-0.631	-0.112	1.706	-0.518	-0.151
UBTF	ILC + NK	0.926	1.223	0.892	0.605	1.116	1.037
SH2D1A	ILC + NK	0.924	1.399	1.642	0.239	1.316	1.826
GOLIM4	ILC + NK	0.921	-0.518	0.008	1.124	-0.44	0.022
MLLT3	ILC + NK	0.921	1.556	1.441	0.988	1.474	1.571
MXD4	ILC + NK	0.921	1.284	1.003	0.952	1.23	1.043
FUT8	ILC + NK	0.92	-0.097	0.211	1.549	-0.276	0.521
KMT5A	ILC + NK	0.918	1.075	0.67	1.28	1.033	0.645
SERPINB6	ILC + NK	0.915	0.494	0.366	0.491	0.398	0.52
DGKZ	ILC + NK	0.912	0.417	0.412	0.848	0.377	0.488
ATP8B4	ILC + NK	0.908	-0.778	-0.228	1.843	-0.71	-0.193
SRFBP1	ILC + NK	0.906	0.817	0.631	0.787	0.776	0.666
KLRB1	ILC + NK	0.896	1.14	0.504	0.753	1.087	0.435
ITGA4	ILC + NK	0.895	0.333	1.413	0.773	0.294	1.643
MAP3K4	ILC + NK	0.893	1.088	1.042	0.54	1.015	1.169
NBN	ILC + NK	0.893	1.046	1.221	0.579	0.99	1.356
CTNNB1	ILC + NK	0.892	0.892	0.717	0.794	0.997	0.389
ABLIM1	ILC + NK	0.891	0.826	0.927	1.223	0.82	0.964
MCUB	ILC + NK	0.891	0.334	1.016	0.849	0.411	1.07
TBL1XR1	ILC + NK	0.89	1.24	1.026	1.152	1.165	1.124
HDGFL3	ILC + NK	0.889	0.01	0.384	1.264	0.047	0.419
KIFAP3	ILC + NK	0.889	1.094	1.157	0.683	1.114	1.135
GBP2	ILC + NK	0.887	0.955	0.753	0.609	0.9	0.813
CD2	ILC + NK	0.885	0.719	1.778	-0.049	0.811	1.893
DNAJC15	ILC + NK	0.885	0.625	1.064	0.162	0.885	0.719
CKAP2	ILC + NK	0.884	1.638	1.84	0.745	1.562	2.009
CDYL	ILC + NK	0.883	0.741	0.855	0.866	0.649	1.035
COMMD8	ILC + NK	0.882	1.136	0.766	0.781	1.128	0.666
RANBP9	ILC + NK	0.881	1.062	1.039	1.626	0.897	1.316
SH2D1B	ILC + NK	0.88	1.951	1.254	0.419	1.859	1.287
LBR	ILC + NK	0.878	1.657	1.508	0.607	1.566	1.65
TMIGD2	ILC + NK	0.877	0.618	0.521	0.26	0.74	0.192
RABGAP1L	ILC + NK	0.874	1.171	1.266	0.622	1.129	1.365
APBB1IP	ILC + NK	0.873	1.316	1.315	0.654	1.252	1.434
LYST	ILC + NK	0.872	1.054	1.356	0.699	0.907	1.628
LTA4H	ILC + NK	0.86	0.29	1.099	0.572	0.405	1.137
ROCK2	ILC + NK	0.859	0.114	1.156	1.265	0.114	1.35
ATG14	ILC + NK	0.856	1.541	1.684	0.905	1.489	1.807
TXK	ILC + NK	0.854	1.219	0.492	0.659	1.085	0.637
RIF1	ILC + NK	0.853	0.916	0.889	1.2	0.861	0.987
GPRIN3	ILC + NK	0.852	0.236	0.598	1.137	0.117	0.84
RERE	ILC + NK	0.85	0.526	0.347	1.019	0.531	0.281
TRANK1	ILC + NK	0.845	1.679	1.998	0.774	1.642	2.129
SPTLC2	ILC + NK	0.842	0.919	0.631	0.801	0.891	0.607
VPS36	ILC + NK	0.842	1.005	0.601	0.647	0.904	0.72
ATP10D	ILC + NK	0.839	0.894	0.399	1.677	0.799	0.485
GALNT1	ILC + NK	0.838	0.632	0.816	0.846	0.626	0.874
PPP6R2	ILC + NK	0.838	1.238	0.905	0.739	1.195	0.904
OSBP	ILC + NK	0.837	0.524	1.098	1.115	0.457	1.303
SP140L	ILC + NK	0.837	1.104	1.077	0.836	1.1	1.077
GBP5	ILC + NK	0.834	1.793	1.207	0.255	1.734	1.174
PGLS	ILC + NK	0.834	0.598	0.686	0.401	0.606	0.695
HIST1H1E	ILC + NK	0.83	-0.764	1.311	0.472	-0.633	1.537
HIF1A	ILC + NK	0.828	0.445	0.918	0.74	0.439	1.034
EVA1B	ILC + NK	0.827	-0.295	0.222	0.973	-0.325	0.375
BRI3	ILC + NK	0.826	1.154	0.626	0.756	1.064	0.693
KIR2DL4	ILC + NK	0.824	-0.371	0.047	0.25	-0.368	0.141
FAM76B	ILC + NK	0.819	0.925	1.052	0.929	0.884	1.156
GATAD1	ILC + NK	0.815	0.454	0.667	1.014	0.457	0.717
NT5DC1	ILC + NK	0.815	0.056	0.281	0.541	0.165	0.142
RAB3GAP1	ILC + NK	0.815	0.615	1.026	1.054	0.656	1.064
MED13L	ILC + NK	0.814	0.659	0.588	1.293	0.636	0.613
N4BP2	ILC + NK	0.814	0.316	0.782	0.978	0.287	0.927
VPS13C	ILC + NK	0.814	1.004	1.362	0.752	1.032	1.406
TBC1D1	ILC + NK	0.813	0.761	0.99	0.584	0.744	1.074
RAB3GAP2	ILC + NK	0.811	0.835	1.252	1.355	0.867	1.305
KRIT1	ILC + NK	0.81	0.863	1.016	0.802	0.889	1.01
PUS7L	ILC + NK	0.81	0.601	1.151	0.78	0.578	1.301
DOCK2	ILC + NK	0.805	0.19	0.407	1.057	0.299	0.264
ITGAE	ILC + NK	0.805	0.382	0.518	0.091	0.35	0.609
SENP7	ILC + NK	0.804	0.918	1.083	0.689	0.997	0.982
GOPC	ILC + NK	0.803	0.585	0.534	0.596	0.533	0.621
DYRK2	ILC + NK	0.801	0.733	0.956	1.26	0.694	1.074
ZNRF2	ILC + NK	0.801	0.931	0.687	0.897	0.929	0.614
PDE4DIP	ILC + NK	0.797	-0.116	0.976	1.109	-0.216	1.252
TTC37	ILC + NK	0.794	0.882	1.126	0.777	0.876	1.197
CTU1	ILC + NK	0.793	0.376	0.37	0.444	0.277	0.546
GNLY	ILC + NK	0.792	-0.353	0.039	0.795	-0.3	0.054
TATDN1	ILC + NK	0.79	0.831	0.559	0.468	0.906	0.264
YPEL1	ILC + NK	0.787	1.462	0.598	0.674	1.401	0.476
SMURF2	ILC + NK	0.785	0.613	1.185	0.732	0.733	1.152
XRRA1	ILC + NK	0.782	0.382	0.755	0.8	0.669	0.298
NEK1	ILC + NK	0.78	0.541	0.855	1.07	0.512	0.974
TNIK	ILC + NK	0.778	0.939	1.252	0.68	0.901	1.384
BRD8	ILC + NK	0.777	1.489	1.147	0.521	1.402	1.244
CLDND1	ILC + NK	0.776	0.273	1.188	0.567	0.34	1.303
SLFN13	ILC + NK	0.775	1.035	0.872	0.851	1.074	0.729
UBAC1	ILC + NK	0.774	0.67	0.586	0.367	0.693	0.511
CDC40	ILC + NK	0.769	0.685	0.642	0.811	0.638	0.72
CDK6	ILC + NK	0.765	0.21	0.091	1.866	0.121	0.235
MMP24OS	ILC + NK	0.765	1.371	0.788	0.404	1.351	0.637
NFKB1	ILC + NK	0.763	-0.416	0.773	0.779	-0.317	0.906
GTPBP8	ILC + NK	0.762	0.838	0.706	0.157	0.737	0.867
KDM1A	ILC + NK	0.761	0.688	1.233	0.831	0.73	1.302
FMR1	ILC + NK	0.757	1.171	1.244	0.874	1.192	1.224
TP53I13	ILC + NK	0.756	0.606	0.381	0.46	0.687	0.094
IRF2	ILC + NK	0.753	1.351	1.064	0.402	1.271	1.159
C8orf59	ILC + NK	0.752	0.965	1.013	0.38	1.024	0.907
MDM2	ILC + NK	0.752	0.655	1.496	1	0.805	1.502
TSTD1	ILC + NK	0.752	0.213	0.394	0.559	0.339	0.201
SEC11A	ILC + NK	0.751	0.222	0.108	0.504	0.233	0.05
CENPB	ILC + NK	0.75	0.578	0.649	1.173	0.495	0.809
IL18R1	ILC + NK	0.75	-0.42	0.542	0.382	-0.384	0.695
OGFRL1	ILC + NK	0.748	-0.695	0.392	1.297	-0.625	0.533
LYRM2	ILC + NK	0.747	0.774	1.097	0.327	0.862	1.034
ATXN7L3B	ILC + NK	0.744	0.747	0.861	0.808	0.732	0.917
CNOT2	ILC + NK	0.744	0.533	0.914	0.75	0.56	0.967
EEF1B2	ILC + NK	0.744	0.221	0.372	0.262	0.253	0.355
BOD1L1	ILC + NK	0.743	0.626	0.603	0.912	0.544	0.748
DCTN3	ILC + NK	0.743	0.958	0.435	0.636	0.933	0.325
IL18RAP	ILC + NK	0.738	0.901	0.871	0.536	0.919	0.825
PCMTD1	ILC + NK	0.738	0.667	0.723	0.885	0.654	0.761
PARP4	ILC + NK	0.736	0.798	1.031	0.779	0.724	1.202
TMEM106B	ILC + NK	0.736	0.738	0.927	1.048	0.733	0.985
USP33	ILC + NK	0.732	1.037	1.2	0.83	0.964	1.36
AKR7A2	ILC + NK	0.731	0.489	0.185	0.293	0.528	-0.019
GMCL1	ILC + NK	0.73	0.4	0.59	0.722	0.306	0.784
ZBED4	ILC + NK	0.729	-0.434	0.562	1.277	-0.508	0.812
PPP1R14B	ILC + NK	0.728	0.02	0.458	0.416	0.076	0.482
COMMD3	ILC + NK	0.726	0.57	0.475	0.272	0.627	0.316
CASK	ILC + NK	0.725	-0.287	0.537	1.073	-0.299	0.716
CEP152	ILC + NK	0.724	-0.129	0.395	1.57	-0.166	0.559
UBLCP1	ILC + NK	0.724	1.038	0.763	0.632	0.989	0.793
ALKBH7	ILC + NK	0.723	0.254	0.318	0.262	0.247	0.348
CDK5RAP2	ILC + NK	0.723	0.47	0.71	0.827	0.441	0.816
ATP5MC2	ILC + NK	0.722	0.937	0.771	0.558	0.939	0.716
GLYR1	ILC + NK	0.721	1.078	0.732	0.612	1.032	0.737
ARNTL	ILC + NK	0.72	1.37	1.275	0.423	1.269	1.441
AASDHPPT	ILC + NK	0.716	0.716	0.877	0.689	0.697	0.951
COPB1	ILC + NK	0.716	0.721	0.947	0.763	0.767	0.928
XRN1	ILC + NK	0.716	1.218	1.307	0.851	1.125	1.487
CMTM6	ILC + NK	0.715	0.055	0.13	0.641	0.032	0.192
SEC22B	ILC + NK	0.715	0.892	0.372	0.602	0.781	0.493
ZNF708	ILC + NK	0.715	-0.085	1.121	0.736	-0.009	1.275
ZNHIT6	ILC + NK	0.713	-0.033	0.425	0.695	0.023	0.453
UBE2E3	ILC + NK	0.712	0.89	0.063	0.784	0.827	-0.039
MXRA7	ILC + NK	0.711	0.371	0.777	0.589	0.324	0.936
FIBP	ILC + NK	0.709	0.545	-0.185	0.39	0.502	-0.318
ME2	ILC + NK	0.709	0.718	1.064	0.374	0.784	1.045
ARL14EP	ILC + NK	0.708	0.482	0.665	0.139	0.483	0.711
C1orf21	ILC + NK	0.705	1.778	1.929	0.202	1.727	2.052
NDUFS1	ILC + NK	0.705	0.972	1.325	0.746	0.942	1.452
PEX2	ILC + NK	0.705	0.809	0.576	0.557	0.817	0.483
ACBD6	ILC + NK	0.704	0.111	-0.318	0.828	0.039	-0.271
GOLGA8A	ILC + NK	0.703	-0.194	0.562	1.98	-0.156	0.678
DUSP22	ILC + NK	0.702	0.505	0.425	0.919	0.473	0.466
ESD	ILC + NK	0.702	0.333	0.416	0.455	0.369	0.369
MZT2A	ILC + NK	0.701	0.325	0.392	0.678	0.315	0.429
ZMIZ1	ILC + NK	0.701	0.604	0.451	1.514	0.617	0.376
GPATCH11	ILC + NK	0.699	1.063	1.131	0.42	1.046	1.179
PDE3B	ILC + NK	0.697	0.082	0.646	1.182	0.032	0.83
PHF14	ILC + NK	0.695	0.154	0.308	0.695	0.127	0.394
TRAPPC6B	ILC + NK	0.694	0.703	1.298	1.116	0.761	1.358
DICER1	ILC + NK	0.693	0.605	0.577	0.98	0.671	0.426
CUL5	ILC + NK	0.692	0.595	0.791	0.846	0.551	0.912
LARP7	ILC + NK	0.692	0.856	1.055	0.484	0.902	1.026
TAF10	ILC + NK	0.692	1.045	0.73	0.327	1.029	0.668
FXYD7	ILC + NK	0.689	-0.409	-1.187	0.496	-0.331	-1.895
HERC2	ILC + NK	0.689	0.8	-0.221	0.616	0.704	-0.267
PAXBP1	ILC + NK	0.689	0.585	1.006	0.847	0.473	1.245
ZBTB20	ILC + NK	0.687	0.545	0.962	0.807	0.728	0.761
FAF2	ILC + NK	0.686	0.597	0.472	0.955	0.625	0.373
NDUFS4	ILC + NK	0.686	0.337	0.694	0.369	0.473	0.557
SP140	ILC + NK	0.686	0.743	0.524	0.271	0.567	0.807
ACOT13	ILC + NK	0.684	0.517	0.934	0.564	0.632	0.857
TRIM27	ILC + NK	0.684	0.634	0.19	0.795	0.5	0.374
RBM3	ILC + NK	0.682	0.256	0.082	0.812	0.253	0.036
SERPINB1	ILC + NK	0.682	0.342	0.305	0.545	0.303	0.37
USP46	ILC + NK	0.682	-0.22	-0.197	1.383	-0.22	-0.192
PHYKPL	ILC + NK	0.681	0.054	-0.132	0.642	0.154	-0.454
ZNF644	ILC + NK	0.678	0.757	1.098	0.834	0.776	1.151
ASCC3	ILC + NK	0.677	0.388	0.767	0.966	0.377	0.872
DDX17	ILC + NK	0.677	0.891	0.83	0.943	0.859	0.878
LPIN1	ILC + NK	0.677	0.108	0.463	1.032	0.191	0.42
NFKBIZ	ILC + NK	0.677	-0.427	-0.508	0.569	-0.418	-0.552
ECI1	ILC + NK	0.676	0.354	-0.08	0.306	0.3	-0.082
CUL3	ILC + NK	0.675	0.168	0.466	1.075	0.115	0.616
FBXO9	ILC + NK	0.674	0.808	0.689	0.573	0.78	0.713
OCIAD1	ILC + NK	0.673	0.617	0.658	0.481	0.609	0.684
ASAP1	ILC + NK	0.672	-0.348	-0.213	1.038	-0.405	-0.083
FAM208A	ILC + NK	0.67	0.968	1.052	1.1	0.899	1.193
RASSF8	ILC + NK	0.67	-2.373	-1.312	0.535	-2.273	-1.203
ZNF22	ILC + NK	0.669	0.511	0.44	0.5	0.431	0.575
ZNF322	ILC + NK	0.669	0.52	0.816	0.308	0.568	0.813
SMARCE1	ILC + NK	0.668	0.924	0.768	0.572	0.853	0.87
SOS1	ILC + NK	0.668	0.462	0.794	1.965	0.407	0.953
SINHCAF	ILC + NK	0.667	-0.122	0.261	0.44	-0.081	0.292
ZNF217	ILC + NK	0.667	0.604	1.281	0.87	0.581	1.45
MARK2	ILC + NK	0.666	0.538	0.454	0.755	0.427	0.641
MGAT4B	ILC + NK	0.666	0.382	-0.312	0.962	0.263	-0.203
THAP12	ILC + NK	0.666	0.507	0.99	0.439	0.48	1.135
IPCEF1	ILC + NK	0.665	0.848	0.579	1.318	0.847	0.495
SMAD5	ILC + NK	0.665	0.845	0.607	0.996	0.822	0.587
C1GALT1	ILC + NK	0.663	0.638	0.253	1.195	0.572	0.294
FAM214A	ILC + NK	0.663	1.007	1.432	1.293	0.973	1.578
LPIN2	ILC + NK	0.662	0.804	0.95	0.786	0.74	1.092
MAP3K8	ILC + NK	0.661	-0.74	-0.178	0.989	-0.602	-0.242
EPRS	ILC + NK	0.66	0.373	0.496	0.566	0.33	0.602
NCR1	ILC + NK	0.66	1.464	0.809	0.395	1.439	0.645
USF3	ILC + NK	0.66	1.364	1.492	0.85	1.244	1.716
TRAF4	ILC + NK	0.659	-0.439	-1.347	0.295	-0.408	-1.917
HADHA	ILC + NK	0.658	0.317	0.627	0.604	0.289	0.745
CTSZ	ILC + NK	0.657	-0.421	-1.068	0.398	-0.498	-1.067
TRIM56	ILC + NK	0.656	0.857	0.915	1.008	0.822	0.994
GSTP1	ILC + NK	0.655	0.705	0.345	-0.122	0.673	0.311
MGA	ILC + NK	0.654	0.59	0.988	1.066	0.556	1.129
SEPT6	ILC + NK	0.653	0.303	0.191	0.486	0.31	0.142
MYSM1	ILC + NK	0.652	0.945	1.22	0.865	0.928	1.314
ATAD2B	ILC + NK	0.651	0.484	0.974	1.195	0.44	1.141
CASP4	ILC + NK	0.651	1.092	0.535	0.341	1.072	0.397
LARS	ILC + NK	0.651	0.708	0.81	0.333	0.747	0.764
C12orf75	ILC + NK	0.65	2.236	1.464	-0.035	2.107	1.587
UFL1	ILC + NK	0.65	0.406	0.283	0.706	0.423	0.209
HDLBP	ILC + NK	0.649	-0.127	0.306	1.333	-0.105	0.377
FES	ILC + NK	0.648	-1.722	-2.076	0.044	-1.815	-1.967
USF2	ILC + NK	0.647	0.822	0.237	0.754	0.733	0.289
GRK2	ILC + NK	0.646	0.788	0.713	0.587	0.707	0.849
PHF20L1	ILC + NK	0.646	0.866	0.786	0.95	0.807	0.88
RNPEPL1	ILC + NK	0.646	0.619	-0.066	0.462	0.524	-0.021
ZNF106	ILC + NK	0.646	0.714	0.582	0.873	0.592	0.78
MPG	ILC + NK	0.645	-0.36	-0.144	0.554	-0.196	-0.405
CCS	ILC + NK	0.644	0.14	0.123	0.435	0.047	0.287
CCDC66	ILC + NK	0.642	0.778	0.719	0.57	0.699	0.853
NUCB2	ILC + NK	0.641	-0.075	0.054	0.092	-0.079	0.095
TRIP11	ILC + NK	0.64	0.458	0.83	0.915	0.415	0.977
ARAP2	ILC + NK	0.639	1.033	1.21	0.444	0.895	1.462
TRIM38	ILC + NK	0.639	1.146	0.728	0.811	1.051	0.829
ZFC3H1	ILC + NK	0.639	0.514	0.488	1.127	0.427	0.641
HMGN3	ILC + NK	0.638	1.126	0.66	0.285	1.101	0.571
SHPRH	ILC + NK	0.637	0.344	0.614	0.901	0.309	0.735
TLK2	ILC + NK	0.635	0.679	0.759	0.601	0.593	0.925
DHX8	ILC + NK	0.634	0.988	1.141	0.388	0.936	1.266
CD2AP	ILC + NK	0.632	-0.495	0.787	0.727	-0.164	0.723
CRIPT	ILC + NK	0.632	1.115	0.628	0.309	1.115	0.459
ESCO1	ILC + NK	0.632	0.706	0.879	0.81	0.679	0.969
ACTR6	ILC + NK	0.63	1.158	0.664	0.544	1.078	0.712
PAK2	ILC + NK	0.63	0.65	0.845	0.66	0.633	0.923
TXNRD1	ILC + NK	0.63	0.875	0.761	1.279	0.861	0.758
STK24	ILC + NK	0.629	0.015	1.195	0.587	0.175	1.272
MEF2A	ILC + NK	0.628	0.887	0.675	1.232	0.937	0.485
CPNE3	ILC + NK	0.625	0.633	0.645	0.481	0.58	0.746
GMFG	ILC + NK	0.625	0.634	0.287	0.51	0.653	0.118
TLN1	ILC + NK	0.625	0.432	0.647	0.623	0.423	0.717
TLE3	ILC + NK	0.624	0.318	-0.202	0.994	0.205	-0.076
FGD3	ILC + NK	0.622	1.276	1.177	0.53	1.272	1.156
IARS2	ILC + NK	0.622	0.612	0.866	0.747	0.598	0.952
NMI	ILC + NK	0.622	1.033	0.701	0.293	1.002	0.673
ZNF480	ILC + NK	0.622	0.625	0.485	0.313	0.646	0.396
BEX2	ILC + NK	0.621	0.038	-0.045	0.1	0.142	-0.319
PDCD4	ILC + NK	0.621	1.019	1.065	0.321	0.99	1.131
ZNF638	ILC + NK	0.62	0.358	0.765	0.904	0.311	0.924
H1FX	ILC + NK	0.619	0.049	0.05	0.431	0.147	-0.165
NFAT5	ILC + NK	0.619	0.851	0.87	1.131	0.742	1.066
STAT1	ILC + NK	0.619	1.238	1.323	0.83	1.202	1.408
EP300	ILC + NK	0.618	0.713	0.977	1.246	0.637	1.155
SP110	ILC + NK	0.618	1.052	0.45	0.469	1	0.392
RBM28	ILC + NK	0.616	0.925	0.864	0.541	0.829	1.028
HPF1	ILC + NK	0.615	1.167	1.211	0.148	1.17	1.218
NRDC	ILC + NK	0.614	0.512	0.737	0.697	0.428	0.92
ARL4C	ILC + NK	0.613	-0.012	0.299	0.86	0.017	0.33
IFITM3	ILC + NK	0.613	-0.169	-0.631	0.176	-0.303	-0.449
WAS	ILC + NK	0.613	0.936	0.916	0.228	0.915	0.951
PKN1	ILC + NK	0.612	0.642	0.194	0.567	0.493	0.409
ZNF37A	ILC + NK	0.611	0.409	0.304	0.866	0.385	0.324
NCOA7	ILC + NK	0.61	1.691	1.002	0.545	1.604	1.022
TUBA1A	ILC + NK	0.61	0.193	-0.523	0.508	0.197	-0.826
XPO1	ILC + NK	0.61	0.674	1.133	0.821	0.674	1.241
ZNF428	ILC + NK	0.61	0.905	0.664	0.323	0.898	0.606
PIBF1	ILC + NK	0.609	0.492	1.057	0.455	0.495	1.179
ZFYVE16	ILC + NK	0.609	0.385	0.882	0.68	0.42	0.95
CHURC1	ILC + NK	0.608	1.028	0.73	0.522	1.018	0.657
PRR5L	ILC + NK	0.608	1.645	1.271	0.342	1.585	1.3
SPTBN1	ILC + NK	0.608	-0.188	-0.096	0.164	-0.122	-0.198
